Gender,Customer_Type,Age,Travel_Class,Travel_Distance,Arrival_Delay_in_Mins,Seat_Comfort,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
0,0.0,45.0,0,1019,0.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,36.0,1,2478,195.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0
1,0.0,28.0,0,1715,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0
0,1.0,23.0,1,2541,0.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0
0,0.0,34.0,0,2733,0.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
1,0.0,34.0,0,316,0.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
1,0.0,66.0,1,1616,20.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,3.4550870760769934,5.0,3.0,3.0,2.0,2.0
0,0.0,54.0,0,1600,10.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
1,0.0,33.0,0,3662,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
1,0.0,60.0,0,1423,0.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0
0,0.0,46.0,0,2121,0.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
1,1.0,28.0,1,1964,0.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0
0,0.0,23.0,1,2622,0.0,4.0,2.8503023724608467,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0
0,0.0,18.0,0,2792,105.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0
1,1.0,23.0,0,1217,11.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.4550870760769934,4.0,4.0,3.0,4.0,5.0
0,0.0,49.0,1,806,0.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
0,0.0,45.0,1,1050,0.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,50.0,0,340,0.0,0.0,0.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,1.0,26.0,1,1769,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,2.0
0,1.0,33.0,1,1749,0.0,2.0,2.8503023724608467,3.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0
0,0.0,51.0,0,911,6.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
0,0.0,38.0,0,1760,19.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
1,0.0,40.0,0,2287,0.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
0,0.0,34.0,1,2217,0.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
0,0.0,45.0,0,3067,0.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0
0,0.0,26.0,0,4487,0.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,5.0
1,0.0,29.0,0,4136,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0
1,0.0,54.0,0,2914,1.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
0,0.0,13.0,1,1486,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0
1,0.0,70.0,1,1240,33.0,3.0,2.8503023724608467,4.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0
0,0.0,32.0,0,5453,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4550870760769934,5.0,4.0,5.0,5.0,4.0
1,0.0,16.0,0,3524,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0
0,0.0,41.0,1,2029,0.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0
1,0.0,41.0,0,1836,0.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
1,0.1821906328563891,57.0,1,1440,0.0,4.0,0.0,3.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0
0,1.0,25.0,1,2221,11.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,5.0
0,0.1821906328563891,62.0,1,623,3.0,4.0,2.8503023724608467,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
1,1.0,30.0,1,1932,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0
1,1.0,27.0,1,1779,143.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,1.0
0,1.0,32.0,0,1400,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0
0,0.0,40.0,0,702,0.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0
1,1.0,26.0,1,3309,52.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
0,0.0,52.0,1,670,8.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,4.0,1.0,3.0
0,0.0,42.0,1,327,0.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
1,0.0,65.0,1,1713,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0
1,0.0,30.0,1,1879,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0
1,0.0,32.0,0,1868,27.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,3.0
0,0.0,58.0,0,3621,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.4550870760769934,2.0,2.0,4.0,2.0,4.0
1,0.1821906328563891,22.0,1,1812,61.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.4550870760769934,4.0,4.0,3.0,5.0,4.0
0,0.0,51.0,1,1113,0.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0
1,0.0,39.0,0,3774,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0
0,0.0,59.0,0,594,7.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0
1,1.0,25.0,1,2214,87.0,2.0,2.8503023724608467,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0
0,0.0,54.0,0,861,0.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0
0,0.0,38.0,0,1964,0.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
1,0.0,42.0,0,2070,19.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,0.0,44.0,1,608,0.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0
1,0.1821906328563891,39.0,1,1840,24.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0
0,0.0,14.0,0,3336,0.0,5.0,5.0,2.0,4.0,5.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0
0,0.1821906328563891,26.0,1,2039,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
0,0.0,44.0,1,382,25.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
1,1.0,42.0,0,1936,0.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0
0,0.0,58.0,0,1930,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0
1,0.0,53.0,1,1883,10.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,5.0
1,0.0,25.0,1,1551,0.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0
0,0.0,38.0,0,556,0.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,0.0,25.0,0,4031,0.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0
0,0.1821906328563891,24.0,1,1518,10.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0
1,0.0,42.0,0,2225,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0
1,0.0,43.0,0,2658,0.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1,0.0,38.0,0,280,0.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.4550870760769934,4.0,4.0,2.0,4.0,3.0
1,0.0,48.0,1,1956,0.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.4550870760769934,4.0,4.0,3.0,3.0,4.0
1,0.0,33.0,0,815,13.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0
0,0.0,19.0,1,1394,8.0,4.0,2.8503023724608467,3.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
0,0.0,37.0,0,3571,20.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
1,0.0,57.0,1,1741,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0
0,1.0,25.0,1,1697,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0
0,1.0,11.0,1,2226,36.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0
0,0.0,52.0,0,1656,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,0.0,44.0,0,511,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
1,0.0,55.0,1,2295,0.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0
1,0.0,58.0,0,1724,0.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
1,0.0,54.0,0,1799,3.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.4550870760769934,3.0,3.0,3.0,3.0,4.0
1,0.0,49.0,0,3793,0.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
0,0.0,35.0,1,2563,11.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0
1,0.0,40.0,0,2886,0.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
1,0.0,51.0,0,3434,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,3.4550870760769934,5.0,5.0,5.0,5.0,5.0
0,0.0,9.0,1,1649,0.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1,0.0,34.0,0,1237,7.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0
0,0.0,54.0,1,3288,156.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0
0,0.0,48.0,0,1907,79.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
0,0.0,29.0,1,1544,0.0,3.0,2.8503023724608467,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0
0,0.0,12.0,1,3122,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
1,0.0,61.0,1,1055,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0
1,0.0,44.0,1,2412,0.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,5.0
1,0.0,29.0,1,2391,222.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0
1,0.0,38.0,1,2689,0.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,1.0,38.0,1,1458,0.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
1,0.0,58.0,0,345,12.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1,0.0,12.0,1,2261,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
1,0.0,11.0,1,2922,40.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0
0,0.1821906328563891,57.0,1,2619,0.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0
0,0.0,53.0,0,3778,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
1,0.0,43.0,0,2177,0.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0
0,0.0,80.0,0,3514,27.0,2.0,5.0,3.0,1.0,3.0,4.0,2.0,3.4550870760769934,2.0,2.0,1.0,2.0,3.0
0,0.0,31.0,1,1166,0.0,4.0,5.0,2.0,1.0,5.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
0,0.0,19.0,0,3614,11.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0
1,1.0,26.0,1,2003,20.0,2.0,2.8503023724608467,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0
1,1.0,51.0,1,1903,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0
1,0.0,69.0,0,1317,0.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0
0,0.0,29.0,1,1271,0.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0
0,0.1821906328563891,58.0,0,2852,0.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
0,1.0,41.0,0,1183,0.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,3.0,5.0
1,0.0,50.0,0,1651,40.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.4550870760769934,4.0,4.0,3.0,4.0,4.0
0,0.0,68.0,1,3152,186.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
0,0.1821906328563891,41.0,0,1757,5.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
1,0.0,20.0,1,2251,0.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,3.4550870760769934,5.0,4.0,3.0,5.0,4.0
1,0.0,36.0,0,4872,245.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0
0,1.0,39.0,0,1856,22.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0
0,1.0,26.0,0,2286,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0
1,1.0,42.0,1,3464,205.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0
0,1.0,22.0,1,1525,38.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0
1,0.0,36.0,0,1570,12.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
1,0.0,50.0,1,3216,22.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0
1,0.0,13.0,1,1770,14.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0
0,1.0,45.0,1,1706,22.0,3.0,2.8503023724608467,4.0,5.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0
1,0.0,53.0,0,327,39.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
0,1.0,24.0,1,1325,0.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0
0,0.0,15.0,1,3610,0.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.4550870760769934,5.0,5.0,5.0,5.0,4.0
0,1.0,28.0,1,2553,17.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,5.0
1,0.0,45.0,0,3322,0.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
1,0.0,50.0,0,4316,115.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
1,0.1821906328563891,72.0,0,1172,11.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0
1,0.0,57.0,1,1477,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,5.0,2.0,1.0
1,0.0,61.0,1,2595,20.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,1.0
1,0.0,7.0,1,2827,0.0,5.0,2.8503023724608467,5.0,3.0,5.0,3.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0
1,0.0,44.0,0,690,0.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
1,0.0,53.0,1,3970,9.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0
0,0.0,57.0,0,1957,0.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0
0,0.0,63.0,1,1994,0.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
1,0.0,40.0,0,364,0.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
0,0.0,29.0,0,2000,0.0,1.0,0.0,3.0,4.0,0.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
1,0.0,46.0,0,419,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0
0,0.0,39.0,1,1458,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0
0,0.0,63.0,1,87,0.0,4.0,2.8503023724608467,5.0,2.0,2.0,2.0,4.0,4.0,0.0,4.0,2.0,4.0,3.0
1,0.0,54.0,1,3614,0.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0
0,0.0,52.0,0,777,0.0,2.0,2.8503023724608467,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
1,0.0,45.0,1,2246,0.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0
0,0.0,33.0,0,2995,18.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.4550870760769934,3.0,3.0,2.0,3.0,1.0
1,0.0,42.0,1,2347,0.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0
0,0.0,58.0,0,3178,0.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
0,0.0,30.0,1,2163,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
0,0.0,42.0,1,731,0.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0
0,0.0,36.0,0,2443,0.0,1.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.0,60.0,0,3448,0.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
0,0.0,62.0,1,2210,163.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,1.0
1,0.0,49.0,0,1743,14.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.4550870760769934,4.0,4.0,4.0,4.0,5.0
0,0.0,52.0,0,3219,0.0,0.0,1.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
0,1.0,23.0,1,1650,0.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0
1,0.0,38.0,1,1238,0.0,1.0,2.8503023724608467,3.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0
1,0.0,15.0,0,2553,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0
1,0.0,45.0,0,1793,0.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0
0,0.0,48.0,1,312,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
1,1.0,47.0,0,1772,12.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0
1,0.0,71.0,0,768,0.0,1.0,5.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
1,0.0,56.0,1,1467,0.0,2.0,2.8503023724608467,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0
1,0.0,58.0,0,2913,15.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
0,0.0,11.0,1,4146,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0
0,0.0,30.0,1,2700,0.0,5.0,2.8503023724608467,4.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0
1,0.1821906328563891,45.0,0,1628,0.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,1.0,34.0,0,3433,0.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0
0,0.0,26.0,1,4144,0.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0
0,0.0,54.0,1,253,0.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,0.0,26.0,1,2059,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0
0,1.0,46.0,1,2325,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0
0,0.0,54.0,1,280,6.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0
0,0.0,45.0,1,110,4.0,5.0,0.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0
1,0.0,58.0,1,1461,0.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0
1,0.0,46.0,0,3826,0.0,0.0,0.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0
0,0.0,12.0,1,1635,0.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1,0.0,38.0,1,2821,24.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0
0,0.0,59.0,1,656,0.0,4.0,1.0,1.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0
0,0.0,43.0,0,217,0.0,0.0,1.0,4.0,2.0,4.0,5.0,2.0,3.4550870760769934,2.0,2.0,3.0,2.0,3.0
0,0.0,65.0,0,2595,0.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
0,0.0,61.0,1,251,0.0,4.0,2.8503023724608467,4.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0
0,0.0,47.0,1,1075,17.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0
1,0.0,57.0,0,2604,8.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0
1,0.1821906328563891,33.0,0,1625,0.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0
1,0.1821906328563891,60.0,0,1502,0.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
0,0.0,54.0,1,51,5.0,5.0,2.8503023724608467,1.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,2.0
0,0.0,31.0,1,1959,27.0,2.0,2.8503023724608467,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0
0,0.0,55.0,1,371,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
